"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-09-29","53","64","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-09-30","56","67","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-01","58","68","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-02","58","65","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-03","56","70","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-04","57","74","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-05","61","76","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-06","64","76","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-07","51","57","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-08","46","58","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-09","53","69","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-10","59","73","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-11","58","69","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-12","60","65","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-13","49","55","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-14","46","59","39"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-15","44","53","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-16","48","54","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-17","41","43","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-18","40","49","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-19","42","48","33"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-20","43","62","33"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-21","55","76","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-22","67","79","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-23","69","79","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-24","70","76","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-25","64","70","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-26","48","54","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-27","45","54","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-28","51","61","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-29","51","67","39"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-30","53","65","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-10-31","55","57","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-01","55","68","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-02","56","72","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-03","62","73","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-04","65","72","61"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-05","62","69","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-06","51","61","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-07","49","54","39"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-08","48","54","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-09","55","70","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-10","67","76","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-11","52","61","32"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-12","34","36","32"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-13","33","38","28"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-14","33","42","27"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-15","36","38","33"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-16","34","37","31"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-17","32","33","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-18","28","30","21"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-19","23","27","16"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-20","21","34","13"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-21","35","47","30"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-22","38","52","26"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-23","44","58","34"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-24","45","54","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-25","44","52","33"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-26","43","56","34"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-27","44","47","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-28","38","46","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-29","46","58","34"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-11-30","33","35","20"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-01","24","36","18"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-02","40","53","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-03","37","51","21"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-04","27","40","19"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-05","35","44","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-06","41","43","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-07","39","43","34"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-08","36","41","30"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-09","37","38","34"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-10","38","40","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-11","38","40","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-12","38","42","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-13","37","38","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-14","39","44","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-15","37","38","31"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-16","30","31","26"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-17","25","26","21"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-18","19","21","14"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-19","16","26","10"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-20","27","33","18"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-21","20","32","11"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-22","28","33","-6"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-23","-4","-1","-8"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-24","4","14","-1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-25","8","14","2"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-26","17","22","11"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-27","15","25","8"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-28","31","45","25"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-29","49","59","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-30","48","57","30"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2022-12-31","32","39","26"
