"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-08",,"89","75"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-09",,"93","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-10",,"97","75"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-11",,"102","79"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-12",,"100","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-13",,"98","77"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-14",,"96","77"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-15",,"94","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-16",,"99","77"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-17",,"99","75"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-18",,"97","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-19",,"99","76"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-20",,"100","75"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-21",,"99","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-22",,"99","76"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-23",,"101","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-24",,"102","79"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-25",,"101","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-26",,"102","77"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-27",,"94","74"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-28",,"92","74"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-29",,"94","74"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-06-30",,"98","70"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-01",,"95","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-02",,"97","75"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-03",,"101","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-04",,"100","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-05",,"101","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-06",,"103","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-07",,"102","79"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-08",,"104","80"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-09",,"106","83"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-10",,"103","79"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-11",,"102","79"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-12",,"103","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-13",,"106","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-14",,"94","74"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-15",,"99","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-16",,"99","76"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-17",,"104","81"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-18",,"108","83"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-19",,"107","81"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-20",,"107","80"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-21",,"103","82"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-22",,"99","80"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-23",,"100","75"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-24",,"101","80"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-25",,"103","80"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-26",,"102","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-27",,"102","79"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-28",,"101","80"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-29",,"102","79"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-30",,"102","80"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-07-31",,"102","82"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-01",,"100","79"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-02",,"101","81"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-03",,"103","80"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-04",,"101","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-05",,"103","80"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-06",,"98","76"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-07",,"100","77"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-08",,"101","79"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-09",,"100","76"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-10",,"97","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-11",,"96","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-12",,"97","77"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-13",,"99","78"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-14",,"98","74"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-15",,"99","79"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-16",,"100","81"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-17",,"104","71"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-18",,"87","71"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-19",,"92","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-20",,"92","74"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-21",,"89","74"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-22",,"78","72"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-23",,"82","72"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-24",,"89","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-25",,"92","71"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-26",,"93","72"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-27",,"95","75"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-28",,"95","77"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-29",,"92","76"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-30",,"89","74"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-08-31",,"91","72"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-01",,"86","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-02",,"82","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-03",,"94","71"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-04",,"94","66"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-05",,"91","65"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-06",,"92","72"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-07",,"95","71"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-08",,"89","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-09",,"88","67"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-10",,"89","64"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-11",,"83","68"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-12",,"86","63"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-13",,"89","65"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-14",,"87","64"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-15",,"87","61"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-16",,"89","67"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-17",,"92","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-18",,"93","74"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-19",,"93","73"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-20",,"95","74"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-21",,"95","71"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-22",,"96","66"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-23",,"95","71"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-24",,"94","77"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-25",,"97","74"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-26",,"86","64"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-27",,"88","56"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-28",,"89","63"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-29",,"80","62"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-09-30",,"79","56"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-01",,"81","50"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-02",,"83","51"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-03",,"84","51"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-04",,"85","56"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-05",,"87","57"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-06",,"88","60"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-07",,"86","62"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-08",,"78","60"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-09",,"82","56"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-10",,"87","62"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-11",,"83","65"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-12",,"94","68"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-13",,"83","52"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-14",,"86","53"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-15",,"92","70"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-16",,"75","63"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-17",,"70","52"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-18",,"64","44"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-19",,"67","35"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-20",,"84","52"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-21",,"90","51"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-22",,"86","63"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-23",,"85","69"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-24",,"74","57"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-25",,"69","47"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-26",,"71","45"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-27",,"73","48"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-28",,"61","52"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-29",,"65","54"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-30",,"74","53"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-10-31",,"77","51"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-01",,"76","53"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-02",,"73","55"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-03",,"80","63"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-04",,"76","48"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-05",,"64","43"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-06",,"80","53"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-07",,"78","64"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-08",,"80","67"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-09",,"81","66"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-10",,"73","62"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-11",,"67","39"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-12",,"51","34"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-13",,"52","31"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-14",,"44","40"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-15",,"44","37"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-16",,"54","36"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-17",,"59","32"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-18",,"50","38"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-19",,"42","32"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-20",,"50","28"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-21",,"52","41"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-22",,"60","45"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-23",,"57","50"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-24",,"58","53"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-25",,"57","50"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-26",,"55","46"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-27",,"62","44"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-28",,"67","37"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-29",,"79","43"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-11-30",,"51","34"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-01",,"52","32"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-02",,"65","48"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-03",,"64","45"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-04",,"58","47"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-05",,"78","51"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-06",,"75","64"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-07",,"76","60"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-08",,"76","60"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-09",,"65","60"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-10",,"74","54"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-11",,"57","51"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-12",,"63","54"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-13",,"70","52"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-14",,"56","41"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-15",,"54","34"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-16",,"48","34"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-17",,"51","32"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-18",,"54","29"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-19",,"48","43"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-20",,"55","37"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-21",,"51","31"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-22",,"44","10"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-23",,"23","10"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-24",,"36","21"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-25",,"50","22"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-26",,"55","30"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-27",,"50","22"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-28",,"71","37"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-29",,"73","55"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-30",,"65","45"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2022-12-31",,"72","50"
"US1TXDA0089","RICHARDSON 3.2 WSW, TX US","2022-02-03",,,
"US1TXDA0089","RICHARDSON 3.2 WSW, TX US","2022-04-05",,,
"US1TXDA0089","RICHARDSON 3.2 WSW, TX US","2022-04-25",,,
"US1TXDA0089","RICHARDSON 3.2 WSW, TX US","2022-05-25",,,
"US1TXDA0089","RICHARDSON 3.2 WSW, TX US","2022-06-02",,,
"US1TXDA0089","RICHARDSON 3.2 WSW, TX US","2022-06-20",,,
"US1TXDA0089","RICHARDSON 3.2 WSW, TX US","2022-08-11",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-01",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-02",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-03",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-04",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-05",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-06",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-07",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-08",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-09",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-10",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-11",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-12",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-13",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-14",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-15",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-16",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-17",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-18",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-19",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-20",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-21",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-22",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-23",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-24",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-25",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-26",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-27",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-28",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-29",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-30",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-01-31",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-01",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-02",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-05",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-06",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-07",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-08",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-09",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-10",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-11",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-12",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-13",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-14",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-15",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-16",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-17",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-18",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-19",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-20",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-21",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-22",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-23",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-24",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-25",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-26",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-27",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-02-28",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-01",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-02",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-03",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-04",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-05",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-06",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-07",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-08",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-09",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-10",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-11",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-12",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-13",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-14",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-15",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-16",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-17",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-18",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-19",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-20",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-21",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-22",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-23",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-24",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-25",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-26",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-27",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-28",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-29",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-30",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-03-31",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-01",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-02",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-03",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-04",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-05",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-06",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-07",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-08",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-09",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-10",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-11",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-12",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-13",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-14",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-15",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-16",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-17",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-18",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-19",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-20",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-21",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-22",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-23",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-24",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-25",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-26",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-27",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-28",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-29",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-04-30",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-05-01",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-05-02",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-05-03",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-05-04",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-05-05",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-05-06",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-05-07",,,
"US1TXDA0065","GARLAND 3.6 NNW, TX US","2022-05-08",,,
